Test_Time Megabytes_per_second
1 4.764359474182129
2 319.67245292663574
5 1866.7327890396118
10 3774.525779724121
15 6043.500598907471
20 7937.61808681488
30 12373.581904411316
50 19616.292037963867
70 852.0571575164795
100 218.12560939788818
150 9243.804639816284
200 176.70296478271484
300 582.1696653366089
