Test_Time Megabytes_per_second
1 4.764375686645508
2 348.2683048248291
5 4423.35152053833
10 10698.953221321106
15 16417.830969810486
20 22254.764523506165
30 31914.305026054382
50 57086.938846588135
70 74902.58548545837
100 104022.62845420837
150 164635.06085395813
200 214647.29020500183
300 383587.3994836807
