Test_Time Megabytes_per_second
1 4.202397346496582
2 184.9260654449463
5 4180.562831878662
10 7892.737810134888
15 11817.09592628479
20 15426.265682220459
30 23720.746556282043
50 38117.706612586975
70 57703.958344459534
100 85813.55424118042
150 124194.82121562958
200 160705.64748191833
300 209766.28601455688
