Test_Time Megabytes_per_second
1 20.765557289123535
2 80.37935066223145
5 373.6032962799072
10 881.9292478561401
15 1332.5148191452026
20 1707.357515335083
30 2738.1707763671875
50 4824.863698959351
70 6498.5589962005615
100 9625.50537776947
150 13513.10878276825
200 18498.209688186646
300 28178.054885864258
