Test_Time Megabytes_per_second
1 4.904014587402344
2 222.91275310516357
5 1658.3782691955566
10 3802.0490531921387
15 5800.788970947266
20 7175.717166900635
30 12131.841306686401
50 19538.97808265686
70 26324.97863674164
100 39215.2300195694
150 55789.35702133179
200 61989.17380428314
300 92185.5639333725
