Test_Time Megabytes_per_second
1 24.533400535583496
2 100.98611545562744
5 415.1031246185303
10 808.2166442871094
15 1399.4249477386475
20 1930.6346282958984
30 2913.9173908233643
50 4931.314559936523
70 7238.355265617371
100 8958.155993461609
150 17141.700271606445
200 25838.576334953308
300 35451.951575279236
