Test_Time Megabytes_per_second
1 4.185951232910156
2 29.487104415893555
5 289.7935266494751
10 1810.0515604019165
15 4831.384467124939
20 10509.287258148193
30 17161.434755325317
50 31637.029978752136
70 42721.13265419006
100 64950.9802236557
150 96478.87268066406
200 134069.47304725647
300 176775.5776939392
