Test_Time Megabytes_per_second
1 4.186003684997559
2 32.26888942718506
5 273.1259775161743
10 1728.8762788772583
15 5316.533073425293
20 10106.463233947754
30 15718.487440109253
50 37443.34936904907
70 55722.40557575226
100 71757.10766124725
150 114707.3939704895
200 177035.52939033508
300 468785.0111055374
