Test_Time Megabytes_per_second
1 14.853421211242676
2 91.9002161026001
5 422.3168525695801
10 922.1888971328735
15 1397.99543094635
20 1854.643485069275
30 2860.3799381256104
50 4956.038277626038
70 6936.883540153503
100 9998.059294700623
150 14713.388987541199
200 20046.008535385132
300 29538.541617393494
