Test_Time Megabytes_per_second
1 234.1463098526001
2 1126.8990297317505
5 3766.1547422409058
10 7533.378294944763
15 11130.444398880005
20 14886.57098865509
30 21840.36712551117
50 36539.221875190735
70 2022.8366661071777
100 195.3743076324463
150 44.312764167785645
200 47.00548553466797
300 143.65862655639648
