Test_Time Megabytes_per_second
1 217.2240400314331
2 1170.1186971664429
5 5552.617473602295
10 12056.261365890503
15 18419.817534446716
20 23052.378624916077
30 15504.020451545715
50 21001.57435131073
70 28368.307914733887
100 38523.43923282623
150 1391.5304861068726
200 1051.7019357681274
300 708.2562942504883
