Test_Time Megabytes_per_second
1 215.03312492370605
2 1155.756540298462
5 5290.85897064209
10 11645.93190574646
15 18151.327258110046
20 23784.233691215515
30 15055.380992889404
50 21723.019926071167
70 17330.244470596313
100 30730.10165500641
150 39651.11110019684
200 63540.43767642975
300 94677.45279026031
