Test_Time Megabytes_per_second
1 227.188325881958
2 1117.314250946045
5 4162.025440216064
10 8580.979766845703
15 13023.052302360535
20 17458.52934741974
30 21102.10573863983
50 41200.134976387024
70 371.61235523223877
100 337.84167098999023
150 131.59864330291748
200 56.10431098937988
300 66.57547283172607
