Test_Time Megabytes_per_second
1 180.86172008514404
2 926.5944128036499
5 3453.7693061828613
10 6844.901342391968
15 10247.617887496948
20 13647.446597099304
30 20380.48760509491
50 33999.11285686493
70 47694.08441066742
100 68433.10328197479
150 96642.06946468353
200 132789.81706523895
300 194500.8445634842
