Test_Time Megabytes_per_second
1 4.340502738952637
2 17.900772094726562
5 70.60400295257568
10 142.0562982559204
15 214.2126874923706
20 306.09781646728516
30 382.35792446136475
50 616.2377119064331
70 1090.1870708465576
100 1566.0933332443237
150 1825.4592590332031
200 2046.74556350708
300 3267.007424354553
