Test_Time Megabytes_per_second
1 21.64200210571289
2 86.2463264465332
5 393.3043518066406
10 898.7826919555664
15 1391.7935762405396
20 1913.4276599884033
30 2906.928385734558
50 4865.512336730957
70 6742.753624916077
100 9904.222659111023
150 15072.24017238617
200 19813.14558315277
300 28864.845348358154
