Test_Time Megabytes_per_second
1 4.199780464172363
2 17.05834197998047
5 70.54873752593994
10 143.05180835723877
15 215.79658031463623
20 298.7432985305786
30 101.66540908813477
50 26.768796920776367
70 37.68494892120361
100 38.65018081665039
150 67.7550802230835
200 69.9801082611084
300 66.06310081481934
