Test_Time Megabytes_per_second
1 0.5391054153442383
2 9.448747634887695
5 26.41740322113037
10 63.00306701660156
15 75.58709335327148
20 68.41118717193604
30 160.30190753936768
50 182.45332622528076
70 354.2489290237427
100 373.8994493484497
150 473.2871503829956
200 654.1288156509399
300 1116.8446617126465
