Test_Time Megabytes_per_second
1 187.79321002960205
2 934.1121912002563
5 3458.051609992981
10 6901.594977378845
15 10279.327689170837
20 13742.253286361694
30 20474.504563331604
50 34259.89629650116
70 47730.08820152283
100 66147.76822662354
150 102180.83525276184
200 132333.62537574768
300 174948.497297287
