Test_Time Megabytes_per_second
1 219.24854469299316
2 1177.630467414856
5 4914.424283027649
10 8275.02045917511
15 12673.162853240967
20 16845.28557395935
30 26054.109004974365
50 46833.92240715027
70 43285.324686050415
100 88474.84683227539
150 91629.77578830719
200 177266.20714187622
300 133957.97372436523
