Test_Time Megabytes_per_second
1 219.46697235107422
2 995.981369972229
5 2207.182933807373
10 4429.377300262451
15 6667.904920578003
20 8839.001648902893
30 13315.639394760132
50 21909.625250816345
70 569.3719148635864
100 90.39877605438232
150 80.61639499664307
200 82.13671779632568
300 115.755202293396
