Test_Time Megabytes_per_second
1 21.26809310913086
2 94.35847759246826
5 431.14305114746094
10 907.5560331344604
15 1431.4356117248535
20 1935.999327659607
30 2889.2836656570435
50 4842.463905334473
70 6690.390341758728
100 9841.169700622559
150 14685.93223953247
200 19290.953391075134
300 28678.344403266907
