Test_Time Megabytes_per_second
1 4.904106140136719
2 377.9296989440918
5 4996.697464942932
10 11563.54347038269
15 17596.52579021454
20 22526.026209831238
30 32492.41499519348
50 54483.74022579193
70 41106.25739479065
100 28010.957297325134
150 33193.38115310669
200 59714.625301361084
300 27801.584343910217
