Test_Time Megabytes_per_second
1 5.185101509094238
2 488.8502368927002
5 3247.522360801697
10 6802.673546791077
15 10207.592600822449
20 13551.00408744812
30 20422.689673423767
50 34765.493646621704
70 33079.26507663727
100 1699.385597229004
150 7880.731860160828
200 485.403413772583
300 6533.19530582428
