Test_Time Megabytes_per_second
1 4.904014587402344
2 230.19568347930908
5 1798.9988632202148
10 3842.0198011398315
15 6017.297904014587
20 8078.107086181641
30 12223.851878166199
50 19611.662377357483
70 27264.28079509735
100 36692.76072406769
150 45368.60053730011
200 67845.13162612915
300 96019.29884624481
