Test_Time Megabytes_per_second
1 4.063340187072754
2 58.66024875640869
5 3404.684952735901
10 8158.908360481262
15 11888.910397529602
20 15842.95510482788
30 23770.085317611694
50 42357.61136722565
70 60267.41627693176
100 81897.00918960571
150 125582.14459323883
200 169082.2808895111
300 232767.58582687378
