Test_Time Megabytes_per_second
1 20.32224464416504
2 92.66610717773438
5 355.3377904891968
10 876.9056081771851
15 1296.1116151809692
20 1841.9940538406372
30 2816.633645057678
50 4795.141162872314
70 6571.8916482925415
100 8779.213090896606
150 13923.00127696991
200 18559.59933948517
300 29085.257919311523
