Test_Time Megabytes_per_second
1 4.202432632446289
2 121.1216869354248
5 4799.726765632629
10 11333.612693786621
15 17561.895095825195
20 22886.640082359314
30 34479.9836730957
50 57611.00800228119
70 38299.73902797699
100 19685.10677242279
150 27775.632522583008
200 94739.43369579315
300 144240.35839271545
