Test_Time Megabytes_per_second
1 4.185951232910156
2 29.487104415893555
5 293.97947788238525
10 1779.4021348953247
15 4809.5092515945435
20 10384.39478969574
30 17221.252325057983
50 29930.46841621399
70 43510.65564632416
100 63930.63658428192
150 78828.2003660202
200 134222.33976840973
300 0.5278072357177734
