Test_Time Megabytes_per_second
1 4.185927391052246
2 29.48681354522705
5 242.4695234298706
10 1310.8497400283813
15 3231.331862449646
20 5507.22642993927
30 5054.86704826355
50 13695.918529510498
70 20531.96056842804
100 29201.904730796814
150 44235.296478271484
200 57258.43475151062
300 84012.52248954773
