Test_Time Megabytes_per_second
1 4.185979843139648
2 32.26858901977539
5 266.1708974838257
10 1176.444787979126
15 3244.603099822998
20 7491.694806098938
30 17948.53269290924
50 50347.4135723114
70 70340.9390258789
100 124569.79555892944
150 208367.5394706726
200 228156.6507024765
300 324786.90089321136
