Test_Time Megabytes_per_second
1 17.638545036315918
2 69.38093376159668
5 173.24181079864502
10 567.8623676300049
15 1259.0903186798096
20 1608.0076341629028
30 2596.32878780365
50 4891.267360687256
70 7338.203783988953
100 10038.164742469788
150 16027.700798988342
200 25470.15044116974
300 37762.868394851685
